"Time","Temperature","Humidity","CO2","Sensor Name"
2024-03-15 05:12:06,24 °C,79 %H,820 ppm,AM103L-Sensor_5
2024-03-15 05:09:35,24.3 °C,78 %H,498 ppm,AM319-Sensor_1
2024-03-15 05:08:46,24.2 °C,78.5 %H,499 ppm,AM103-Sensor_4
2024-03-15 05:08:34,24.3 °C,80 %H,588 ppm,AM307-Sensor_2
2024-03-15 05:08:27,25.4 °C,73 %H,494 ppm,AM319-Sensor_3
2024-03-15 05:02:09,24 °C,79 %H,830 ppm,AM103L-Sensor_5
2024-03-15 04:59:35,24.3 °C,78 %H,504 ppm,AM319-Sensor_1
2024-03-15 04:58:46,24.1 °C,78.5 %H,497 ppm,AM103-Sensor_4
2024-03-15 04:58:34,24.3 °C,80 %H,549 ppm,AM307-Sensor_2
2024-03-15 04:58:27,25.4 °C,72.5 %H,494 ppm,AM319-Sensor_3
2024-03-15 04:52:09,24.1 °C,79 %H,818 ppm,AM103L-Sensor_5
2024-03-15 04:49:35,24.3 °C,78 %H,503 ppm,AM319-Sensor_1
2024-03-15 04:48:43,24 °C,79 %H,504 ppm,AM103-Sensor_4
2024-03-15 04:48:34,24.3 °C,80 %H,523 ppm,AM307-Sensor_2
2024-03-15 04:48:27,25.4 °C,72.5 %H,496 ppm,AM319-Sensor_3
2024-03-15 04:42:08,24.1 °C,79 %H,832 ppm,AM103L-Sensor_5
2024-03-15 04:39:35,24.3 °C,78 %H,503 ppm,AM319-Sensor_1
2024-03-15 04:38:46,24.1 °C,78.5 %H,504 ppm,AM103-Sensor_4
2024-03-15 04:38:34,24.3 °C,80 %H,589 ppm,AM307-Sensor_2
2024-03-15 04:38:27,25.4 °C,72.5 %H,490 ppm,AM319-Sensor_3
2024-03-15 04:32:08,24.1 °C,79 %H,821 ppm,AM103L-Sensor_5
2024-03-15 04:29:35,24.3 °C,78 %H,507 ppm,AM319-Sensor_1
2024-03-15 04:28:45,24.1 °C,78.5 %H,504 ppm,AM103-Sensor_4
2024-03-15 04:28:34,24.3 °C,80 %H,553 ppm,AM307-Sensor_2
2024-03-15 04:28:27,25.5 °C,72.5 %H,495 ppm,AM319-Sensor_3
2024-03-15 04:22:09,24 °C,79 %H,826 ppm,AM103L-Sensor_5
2024-03-15 04:19:35,24.3 °C,78 %H,505 ppm,AM319-Sensor_1
2024-03-15 04:18:42,24 °C,78.5 %H,515 ppm,AM103-Sensor_4
2024-03-15 04:18:34,24.3 °C,80 %H,554 ppm,AM307-Sensor_2
2024-03-15 04:18:27,25.4 °C,73 %H,496 ppm,AM319-Sensor_3
2024-03-15 04:12:08,24 °C,79 %H,830 ppm,AM103L-Sensor_5
2024-03-15 04:09:35,24.2 °C,78 %H,510 ppm,AM319-Sensor_1
2024-03-15 04:08:44,24.1 °C,79 %H,504 ppm,AM103-Sensor_4
2024-03-15 04:08:34,24.3 °C,80 %H,513 ppm,AM307-Sensor_2
2024-03-15 04:08:27,25.4 °C,72.5 %H,499 ppm,AM319-Sensor_3
2024-03-15 04:02:09,24 °C,79 %H,838 ppm,AM103L-Sensor_5
2024-03-15 03:59:35,24.2 °C,78 %H,506 ppm,AM319-Sensor_1
2024-03-15 03:58:44,24.1 °C,79 %H,487 ppm,AM103-Sensor_4
2024-03-15 03:58:34,24.3 °C,80 %H,589 ppm,AM307-Sensor_2
2024-03-15 03:58:27,25.4 °C,72.5 %H,496 ppm,AM319-Sensor_3
2024-03-15 03:52:09,24 °C,79 %H,814 ppm,AM103L-Sensor_5
2024-03-15 03:49:35,24.2 °C,78 %H,515 ppm,AM319-Sensor_1
2024-03-15 03:48:43,24 °C,78.5 %H,517 ppm,AM103-Sensor_4
2024-03-15 03:48:34,24.3 °C,80 %H,559 ppm,AM307-Sensor_2
2024-03-15 03:48:27,25.4 °C,72.5 %H,498 ppm,AM319-Sensor_3
2024-03-15 03:42:07,24 °C,79 %H,837 ppm,AM103L-Sensor_5
2024-03-15 03:39:35,24.2 °C,78 %H,512 ppm,AM319-Sensor_1
2024-03-15 03:38:44,24 °C,78.5 %H,521 ppm,AM103-Sensor_4
2024-03-15 03:38:34,24.3 °C,80 %H,536 ppm,AM307-Sensor_2
2024-03-15 03:38:27,25.4 °C,72.5 %H,499 ppm,AM319-Sensor_3
2024-03-15 03:32:07,24 °C,79 %H,823 ppm,AM103L-Sensor_5
2024-03-15 03:29:35,24.2 °C,78 %H,511 ppm,AM319-Sensor_1
2024-03-15 03:28:44,24 °C,79 %H,519 ppm,AM103-Sensor_4
2024-03-15 03:28:34,24.3 °C,80 %H,598 ppm,AM307-Sensor_2
2024-03-15 03:28:27,25.4 °C,72.5 %H,498 ppm,AM319-Sensor_3
2024-03-15 03:22:05,24 °C,79 %H,835 ppm,AM103L-Sensor_5
2024-03-15 03:19:35,24.2 °C,78 %H,516 ppm,AM319-Sensor_1
2024-03-15 03:18:45,23.9 °C,78.5 %H,521 ppm,AM103-Sensor_4
2024-03-15 03:18:34,24.2 °C,80 %H,508 ppm,AM307-Sensor_2
2024-03-15 03:18:27,25.4 °C,72.5 %H,500 ppm,AM319-Sensor_3
2024-03-15 03:12:07,23.9 °C,79 %H,838 ppm,AM103L-Sensor_5
2024-03-15 03:09:35,24.2 °C,78 %H,518 ppm,AM319-Sensor_1
2024-03-15 03:08:42,24 °C,78.5 %H,506 ppm,AM103-Sensor_4
2024-03-15 03:08:34,24.2 °C,80 %H,578 ppm,AM307-Sensor_2
2024-03-15 03:08:27,25.4 °C,72.5 %H,505 ppm,AM319-Sensor_3
2024-03-15 03:02:06,24 °C,79 %H,838 ppm,AM103L-Sensor_5
2024-03-15 02:59:35,24.2 °C,78 %H,523 ppm,AM319-Sensor_1
2024-03-15 02:58:44,24 °C,78.5 %H,519 ppm,AM103-Sensor_4
2024-03-15 02:58:34,24.3 °C,80 %H,520 ppm,AM307-Sensor_2
2024-03-15 02:58:27,25.4 °C,72.5 %H,501 ppm,AM319-Sensor_3
2024-03-15 02:52:07,24 °C,79 %H,832 ppm,AM103L-Sensor_5
2024-03-15 02:49:35,24.2 °C,78 %H,513 ppm,AM319-Sensor_1
2024-03-15 02:48:43,23.9 °C,78.5 %H,504 ppm,AM103-Sensor_4
2024-03-15 02:48:34,24.2 °C,80 %H,538 ppm,AM307-Sensor_2
2024-03-15 02:48:27,25.4 °C,72.5 %H,507 ppm,AM319-Sensor_3
2024-03-15 02:42:07,24 °C,79 %H,814 ppm,AM103L-Sensor_5
2024-03-15 02:39:35,24.2 °C,78 %H,518 ppm,AM319-Sensor_1
2024-03-15 02:38:43,24 °C,79 %H,514 ppm,AM103-Sensor_4
2024-03-15 02:38:34,24.2 °C,80 %H,528 ppm,AM307-Sensor_2
2024-03-15 02:38:27,25.4 °C,72.5 %H,503 ppm,AM319-Sensor_3
2024-03-15 02:32:09,23.9 °C,79 %H,833 ppm,AM103L-Sensor_5
2024-03-15 02:29:35,24.2 °C,78 %H,527 ppm,AM319-Sensor_1
2024-03-15 02:28:45,23.9 °C,78.5 %H,515 ppm,AM103-Sensor_4
2024-03-15 02:28:34,24.2 °C,80 %H,606 ppm,AM307-Sensor_2
2024-03-15 02:28:27,25.3 °C,72.5 %H,504 ppm,AM319-Sensor_3
2024-03-15 02:22:10,24 °C,79 %H,818 ppm,AM103L-Sensor_5
2024-03-15 02:19:35,24.2 °C,78 %H,523 ppm,AM319-Sensor_1
2024-03-15 02:18:43,23.9 °C,78.5 %H,510 ppm,AM103-Sensor_4
2024-03-15 02:18:34,24.2 °C,80 %H,598 ppm,AM307-Sensor_2
2024-03-15 02:18:27,25.4 °C,72.5 %H,505 ppm,AM319-Sensor_3
2024-03-15 02:12:07,23.9 °C,79 %H,835 ppm,AM103L-Sensor_5
2024-03-15 02:09:35,24.2 °C,78 %H,526 ppm,AM319-Sensor_1
2024-03-15 02:08:44,23.9 °C,78.5 %H,530 ppm,AM103-Sensor_4
2024-03-15 02:08:34,24.2 °C,80 %H,593 ppm,AM307-Sensor_2
2024-03-15 02:08:27,25.4 °C,72.5 %H,505 ppm,AM319-Sensor_3
2024-03-15 01:52:07,23.9 °C,79 %H,835 ppm,AM103L-Sensor_5
2024-03-15 01:49:35,24.1 °C,78 %H,524 ppm,AM319-Sensor_1
2024-03-15 01:48:45,23.9 °C,78.5 %H,517 ppm,AM103-Sensor_4
2024-03-15 01:48:34,24.2 °C,80 %H,579 ppm,AM307-Sensor_2
2024-03-15 01:48:27,25.4 °C,72.5 %H,513 ppm,AM319-Sensor_3
2024-03-15 01:42:10,23.9 °C,79 %H,833 ppm,AM103L-Sensor_5
2024-03-15 01:39:35,24.1 °C,78 %H,529 ppm,AM319-Sensor_1
2024-03-15 01:38:46,23.9 °C,78.5 %H,511 ppm,AM103-Sensor_4
2024-03-15 01:38:34,24.2 °C,80 %H,546 ppm,AM307-Sensor_2
2024-03-15 01:38:27,25.4 °C,72.5 %H,513 ppm,AM319-Sensor_3
2024-03-15 01:32:06,23.9 °C,79 %H,835 ppm,AM103L-Sensor_5
2024-03-15 01:29:35,24.1 °C,78 %H,526 ppm,AM319-Sensor_1
2024-03-15 01:28:45,24 °C,78.5 %H,528 ppm,AM103-Sensor_4
2024-03-15 01:28:34,24.2 °C,80 %H,524 ppm,AM307-Sensor_2
2024-03-15 01:28:27,25.3 °C,72.5 %H,518 ppm,AM319-Sensor_3
2024-03-15 01:22:05,23.8 °C,79 %H,848 ppm,AM103L-Sensor_5
2024-03-15 01:19:35,24.1 °C,78 %H,525 ppm,AM319-Sensor_1
2024-03-15 01:18:45,23.9 °C,78.5 %H,535 ppm,AM103-Sensor_4
2024-03-15 01:18:34,24.2 °C,80 %H,611 ppm,AM307-Sensor_2
2024-03-15 01:18:27,25.3 °C,72.5 %H,514 ppm,AM319-Sensor_3
2024-03-15 01:12:07,23.9 °C,79 %H,839 ppm,AM103L-Sensor_5
2024-03-15 01:09:35,24.1 °C,78 %H,535 ppm,AM319-Sensor_1
2024-03-15 01:08:45,24 °C,78.5 %H,528 ppm,AM103-Sensor_4
2024-03-15 01:08:34,24.2 °C,80 %H,610 ppm,AM307-Sensor_2
2024-03-15 01:08:27,25.3 °C,72.5 %H,511 ppm,AM319-Sensor_3
2024-03-15 01:02:06,23.9 °C,79 %H,862 ppm,AM103L-Sensor_5
2024-03-15 00:59:35,24.1 °C,78 %H,532 ppm,AM319-Sensor_1
2024-03-15 00:58:44,23.9 °C,78.5 %H,529 ppm,AM103-Sensor_4
2024-03-15 00:58:34,24.1 °C,80 %H,549 ppm,AM307-Sensor_2
2024-03-15 00:58:27,25.3 °C,72.5 %H,514 ppm,AM319-Sensor_3
2024-03-15 00:52:07,23.8 °C,79 %H,857 ppm,AM103L-Sensor_5
2024-03-15 00:49:35,24.1 °C,78 %H,531 ppm,AM319-Sensor_1
2024-03-15 00:48:44,23.8 °C,78.5 %H,525 ppm,AM103-Sensor_4
2024-03-15 00:48:34,24.1 °C,80 %H,578 ppm,AM307-Sensor_2
2024-03-15 00:48:27,25.3 °C,72.5 %H,511 ppm,AM319-Sensor_3
2024-03-15 00:42:06,23.8 °C,79 %H,843 ppm,AM103L-Sensor_5
2024-03-15 00:39:35,24.1 °C,78 %H,533 ppm,AM319-Sensor_1
2024-03-15 00:38:43,23.9 °C,78.5 %H,521 ppm,AM103-Sensor_4
2024-03-15 00:38:34,24.1 °C,80 %H,548 ppm,AM307-Sensor_2
2024-03-15 00:38:27,25.3 °C,72.5 %H,514 ppm,AM319-Sensor_3
2024-03-15 00:22:06,23.9 °C,79 %H,855 ppm,AM103L-Sensor_5
2024-03-15 00:19:35,24.1 °C,78 %H,534 ppm,AM319-Sensor_1
2024-03-15 00:18:44,23.8 °C,78.5 %H,540 ppm,AM103-Sensor_4
2024-03-15 00:18:34,24.1 °C,80 %H,577 ppm,AM307-Sensor_2
2024-03-15 00:18:27,25.3 °C,72.5 %H,522 ppm,AM319-Sensor_3
2024-03-15 00:12:09,23.7 °C,79 %H,837 ppm,AM103L-Sensor_5
2024-03-15 00:09:35,24.1 °C,78 %H,536 ppm,AM319-Sensor_1
2024-03-15 00:08:42,23.9 °C,78.5 %H,526 ppm,AM103-Sensor_4
2024-03-15 00:08:34,24.1 °C,80 %H,568 ppm,AM307-Sensor_2
2024-03-15 00:08:27,25.2 °C,72.5 %H,523 ppm,AM319-Sensor_3
2024-03-15 00:02:10,23.8 °C,79 %H,865 ppm,AM103L-Sensor_5
2024-03-14 23:59:35,24 °C,78 %H,538 ppm,AM319-Sensor_1
2024-03-14 23:58:45,23.8 °C,78.5 %H,539 ppm,AM103-Sensor_4
2024-03-14 23:58:34,24.1 °C,80 %H,568 ppm,AM307-Sensor_2
2024-03-14 23:58:27,25.2 °C,72.5 %H,516 ppm,AM319-Sensor_3
2024-03-14 23:52:08,23.9 °C,79 %H,856 ppm,AM103L-Sensor_5
2024-03-14 23:49:35,24 °C,78 %H,539 ppm,AM319-Sensor_1
2024-03-14 23:48:43,23.8 °C,78.5 %H,523 ppm,AM103-Sensor_4
2024-03-14 23:48:34,24.1 °C,80 %H,607 ppm,AM307-Sensor_2
2024-03-14 23:48:27,25.2 °C,72.5 %H,517 ppm,AM319-Sensor_3
2024-03-14 23:42:08,23.7 °C,79 %H,852 ppm,AM103L-Sensor_5
2024-03-14 23:39:35,24 °C,78 %H,539 ppm,AM319-Sensor_1
2024-03-14 23:38:46,23.9 °C,78.5 %H,537 ppm,AM103-Sensor_4
2024-03-14 23:38:34,24 °C,80 %H,565 ppm,AM307-Sensor_2
2024-03-14 23:38:27,25.2 °C,72.5 %H,521 ppm,AM319-Sensor_3
2024-03-14 23:32:08,23.8 °C,79 %H,850 ppm,AM103L-Sensor_5
2024-03-14 23:29:35,24 °C,78 %H,542 ppm,AM319-Sensor_1
2024-03-14 23:28:44,23.8 °C,78.5 %H,530 ppm,AM103-Sensor_4
2024-03-14 23:28:34,24.1 °C,80 %H,597 ppm,AM307-Sensor_2
2024-03-14 23:28:27,25.2 °C,72.5 %H,517 ppm,AM319-Sensor_3
2024-03-14 23:22:07,23.7 °C,79 %H,851 ppm,AM103L-Sensor_5
2024-03-14 23:19:34,24 °C,78 %H,537 ppm,AM319-Sensor_1
2024-03-14 23:18:43,23.8 °C,78.5 %H,537 ppm,AM103-Sensor_4
2024-03-14 23:18:34,24 °C,80 %H,532 ppm,AM307-Sensor_2
2024-03-14 23:18:27,25.2 °C,72.5 %H,526 ppm,AM319-Sensor_3
2024-03-14 23:12:08,23.7 °C,79 %H,845 ppm,AM103L-Sensor_5
2024-03-14 23:09:34,24 °C,78 %H,544 ppm,AM319-Sensor_1
2024-03-14 23:08:44,23.8 °C,78.5 %H,530 ppm,AM103-Sensor_4
2024-03-14 23:08:34,24 °C,80 %H,546 ppm,AM307-Sensor_2
2024-03-14 23:08:27,25.2 °C,72.5 %H,521 ppm,AM319-Sensor_3
2024-03-14 23:02:07,23.7 °C,79 %H,849 ppm,AM103L-Sensor_5
2024-03-14 22:59:34,23.9 °C,78 %H,541 ppm,AM319-Sensor_1
2024-03-14 22:58:46,23.8 °C,78.5 %H,533 ppm,AM103-Sensor_4
2024-03-14 22:58:34,24 °C,80 %H,529 ppm,AM307-Sensor_2
2024-03-14 22:58:27,25.2 °C,72.5 %H,522 ppm,AM319-Sensor_3
2024-03-14 22:52:06,23.7 °C,79 %H,869 ppm,AM103L-Sensor_5
2024-03-14 22:49:34,23.9 °C,78 %H,536 ppm,AM319-Sensor_1
2024-03-14 22:48:45,23.7 °C,78.5 %H,538 ppm,AM103-Sensor_4
2024-03-14 22:48:34,24 °C,80 %H,541 ppm,AM307-Sensor_2
2024-03-14 22:48:27,25.1 °C,72.5 %H,520 ppm,AM319-Sensor_3
2024-03-14 22:42:09,23.6 °C,79 %H,862 ppm,AM103L-Sensor_5
2024-03-14 22:39:34,23.9 °C,78 %H,537 ppm,AM319-Sensor_1
2024-03-14 22:38:46,23.7 °C,78.5 %H,525 ppm,AM103-Sensor_4
2024-03-14 22:38:34,24 °C,80 %H,579 ppm,AM307-Sensor_2
2024-03-14 22:38:27,25.1 °C,72.5 %H,522 ppm,AM319-Sensor_3
2024-03-14 22:32:08,23.6 °C,79 %H,853 ppm,AM103L-Sensor_5
2024-03-14 22:29:34,23.9 °C,78 %H,536 ppm,AM319-Sensor_1
2024-03-14 22:28:46,23.7 °C,78.5 %H,533 ppm,AM103-Sensor_4
2024-03-14 22:28:34,23.9 °C,80 %H,629 ppm,AM307-Sensor_2
2024-03-14 22:28:27,25.1 °C,72.5 %H,522 ppm,AM319-Sensor_3
2024-03-14 22:22:11,23.6 °C,79 %H,834 ppm,AM103L-Sensor_5
2024-03-14 22:19:34,23.9 °C,78 %H,542 ppm,AM319-Sensor_1
2024-03-14 22:18:44,23.6 °C,78.5 %H,539 ppm,AM103-Sensor_4
2024-03-14 22:18:34,23.9 °C,80 %H,636 ppm,AM307-Sensor_2
2024-03-14 22:18:27,25.1 °C,72.5 %H,527 ppm,AM319-Sensor_3
2024-03-14 22:12:08,23.5 °C,79 %H,867 ppm,AM103L-Sensor_5
2024-03-14 22:09:34,23.8 °C,78 %H,538 ppm,AM319-Sensor_1
2024-03-14 22:08:44,23.6 °C,78.5 %H,536 ppm,AM103-Sensor_4
2024-03-14 22:08:34,23.9 °C,80 %H,532 ppm,AM307-Sensor_2
2024-03-14 22:08:27,25 °C,72.5 %H,528 ppm,AM319-Sensor_3
2024-03-14 22:02:10,23.6 °C,79 %H,839 ppm,AM103L-Sensor_5
2024-03-14 21:59:34,23.8 °C,78 %H,542 ppm,AM319-Sensor_1
2024-03-14 21:58:46,23.6 °C,78.5 %H,528 ppm,AM103-Sensor_4
2024-03-14 21:58:34,23.9 °C,80 %H,574 ppm,AM307-Sensor_2
2024-03-14 21:58:27,25 °C,72.5 %H,522 ppm,AM319-Sensor_3
2024-03-14 21:52:06,23.5 °C,79 %H,853 ppm,AM103L-Sensor_5
2024-03-14 21:49:34,23.8 °C,78 %H,542 ppm,AM319-Sensor_1
2024-03-14 21:38:43,23.6 °C,78.5 %H,527 ppm,AM103-Sensor_4
2024-03-14 21:38:34,23.8 °C,80 %H,633 ppm,AM307-Sensor_2
2024-03-14 21:38:27,25 °C,72.5 %H,528 ppm,AM319-Sensor_3
2024-03-14 21:32:07,23.5 °C,79 %H,864 ppm,AM103L-Sensor_5
2024-03-14 21:29:34,23.7 °C,78 %H,544 ppm,AM319-Sensor_1
2024-03-14 21:28:46,23.5 °C,78.5 %H,539 ppm,AM103-Sensor_4
2024-03-14 21:28:34,23.8 °C,80 %H,631 ppm,AM307-Sensor_2
2024-03-14 21:28:27,24.9 °C,73 %H,523 ppm,AM319-Sensor_3
2024-03-14 21:22:10,23.4 °C,78.5 %H,844 ppm,AM103L-Sensor_5
2024-03-14 21:19:34,23.7 °C,78 %H,548 ppm,AM319-Sensor_1
2024-03-14 21:18:43,23.5 °C,78.5 %H,543 ppm,AM103-Sensor_4
2024-03-14 21:18:34,23.7 °C,80 %H,535 ppm,AM307-Sensor_2
2024-03-14 21:18:27,24.9 °C,73 %H,523 ppm,AM319-Sensor_3
2024-03-14 21:12:09,23.5 °C,79 %H,861 ppm,AM103L-Sensor_5
2024-03-14 21:09:34,23.7 °C,78 %H,539 ppm,AM319-Sensor_1
2024-03-14 21:08:45,23.5 °C,78.5 %H,540 ppm,AM103-Sensor_4
2024-03-14 21:08:34,23.7 °C,80 %H,584 ppm,AM307-Sensor_2
2024-03-14 21:08:26,24.8 °C,73 %H,529 ppm,AM319-Sensor_3
2024-03-14 21:02:08,23.4 °C,79 %H,844 ppm,AM103L-Sensor_5
2024-03-14 20:59:34,23.6 °C,78 %H,543 ppm,AM319-Sensor_1
2024-03-14 20:58:45,23.5 °C,78.5 %H,545 ppm,AM103-Sensor_4
2024-03-14 20:58:34,23.7 °C,80 %H,626 ppm,AM307-Sensor_2
2024-03-14 20:58:26,24.8 °C,73 %H,530 ppm,AM319-Sensor_3
2024-03-14 20:52:11,23.4 °C,79 %H,851 ppm,AM103L-Sensor_5
2024-03-14 20:49:34,23.6 °C,78 %H,548 ppm,AM319-Sensor_1
2024-03-14 20:48:42,23.3 °C,78.5 %H,529 ppm,AM103-Sensor_4
2024-03-14 20:48:34,23.6 °C,80 %H,640 ppm,AM307-Sensor_2
2024-03-14 20:48:26,24.7 °C,73 %H,524 ppm,AM319-Sensor_3
2024-03-14 20:42:11,23.3 °C,79 %H,859 ppm,AM103L-Sensor_5
2024-03-14 20:39:34,23.5 °C,78 %H,548 ppm,AM319-Sensor_1
2024-03-14 20:38:43,23.3 °C,78.5 %H,544 ppm,AM103-Sensor_4
2024-03-14 20:38:34,23.5 °C,80 %H,562 ppm,AM307-Sensor_2
2024-03-14 20:38:26,24.6 °C,73.5 %H,522 ppm,AM319-Sensor_3
2024-03-14 20:32:11,23.2 °C,79 %H,848 ppm,AM103L-Sensor_5
2024-03-14 20:29:34,23.4 °C,78 %H,552 ppm,AM319-Sensor_1
2024-03-14 20:28:43,23.3 °C,78.5 %H,540 ppm,AM103-Sensor_4
2024-03-14 20:28:34,23.5 °C,80.5 %H,566 ppm,AM307-Sensor_2
2024-03-14 20:28:26,24.3 °C,74 %H,528 ppm,AM319-Sensor_3
2024-03-14 20:22:08,23 °C,79 %H,871 ppm,AM103L-Sensor_5
2024-03-14 20:19:34,23.3 °C,78 %H,553 ppm,AM319-Sensor_1
2024-03-14 20:18:44,23.1 °C,78.5 %H,530 ppm,AM103-Sensor_4
2024-03-14 20:18:34,23.4 °C,80.5 %H,639 ppm,AM307-Sensor_2
2024-03-14 20:18:26,24.2 °C,74 %H,527 ppm,AM319-Sensor_3
2024-03-14 20:12:08,23 °C,79 %H,878 ppm,AM103L-Sensor_5
2024-03-14 20:09:34,23.2 °C,78.5 %H,555 ppm,AM319-Sensor_1
2024-03-14 20:08:45,23 °C,78.5 %H,540 ppm,AM103-Sensor_4
2024-03-14 20:08:34,23.3 °C,80.5 %H,578 ppm,AM307-Sensor_2
2024-03-14 20:08:26,23.9 °C,74.5 %H,532 ppm,AM319-Sensor_3
2024-03-14 20:02:10,22.8 °C,78.5 %H,880 ppm,AM103L-Sensor_5
2024-03-14 19:59:34,23.1 °C,78.5 %H,559 ppm,AM319-Sensor_1
2024-03-14 19:58:45,23 °C,78.5 %H,551 ppm,AM103-Sensor_4
2024-03-14 19:58:34,23.3 °C,80 %H,575 ppm,AM307-Sensor_2
2024-03-14 19:58:26,23.9 °C,74.5 %H,535 ppm,AM319-Sensor_3
2024-03-14 19:52:08,23 °C,81 %H,876 ppm,AM103L-Sensor_5
2024-03-14 19:49:34,23.2 °C,79.5 %H,564 ppm,AM319-Sensor_1
2024-03-14 19:48:44,23.1 °C,81 %H,556 ppm,AM103-Sensor_4
2024-03-14 19:48:34,23.3 °C,82 %H,556 ppm,AM307-Sensor_2
2024-03-14 19:48:26,23.8 °C,77.5 %H,538 ppm,AM319-Sensor_3
2024-03-14 19:42:06,23 °C,81 %H,884 ppm,AM103L-Sensor_5
2024-03-14 19:39:34,23.2 °C,79 %H,560 ppm,AM319-Sensor_1
2024-03-14 19:38:43,23 °C,79.5 %H,547 ppm,AM103-Sensor_4
2024-03-14 19:38:34,23.3 °C,80.5 %H,554 ppm,AM307-Sensor_2
2024-03-14 19:38:26,23.8 °C,75.5 %H,539 ppm,AM319-Sensor_3
2024-03-14 19:32:08,23.1 °C,81 %H,874 ppm,AM103L-Sensor_5
2024-03-14 19:29:34,23.2 °C,79.5 %H,570 ppm,AM319-Sensor_1
2024-03-14 19:28:43,23 °C,81 %H,543 ppm,AM103-Sensor_4
2024-03-14 19:28:34,23.3 °C,82 %H,589 ppm,AM307-Sensor_2
2024-03-14 19:28:26,23.9 °C,77.5 %H,542 ppm,AM319-Sensor_3
2024-03-14 19:22:08,22.9 °C,81.5 %H,864 ppm,AM103L-Sensor_5
2024-03-14 19:19:34,23.2 °C,79 %H,575 ppm,AM319-Sensor_1
2024-03-14 19:18:44,23 °C,80.5 %H,546 ppm,AM103-Sensor_4
2024-03-14 19:18:34,23.2 °C,81.5 %H,623 ppm,AM307-Sensor_2
2024-03-14 19:18:26,23.7 °C,76.5 %H,543 ppm,AM319-Sensor_3
2024-03-14 19:12:07,23.1 °C,78.5 %H,871 ppm,AM103L-Sensor_5
2024-03-14 19:09:34,23.3 °C,79 %H,571 ppm,AM319-Sensor_1
2024-03-14 19:08:44,23.1 °C,81 %H,546 ppm,AM103-Sensor_4
2024-03-14 19:08:34,23.4 °C,82 %H,635 ppm,AM307-Sensor_2
2024-03-14 19:08:26,24.2 °C,77 %H,546 ppm,AM319-Sensor_3
2024-03-14 19:02:08,23.1 °C,81.5 %H,888 ppm,AM103L-Sensor_5
2024-03-14 18:59:34,23.2 °C,79 %H,575 ppm,AM319-Sensor_1
2024-03-14 18:58:42,23 °C,81 %H,565 ppm,AM103-Sensor_4
2024-03-14 18:58:34,23.3 °C,82 %H,635 ppm,AM307-Sensor_2
2024-03-14 18:58:26,23.8 °C,77.5 %H,550 ppm,AM319-Sensor_3
2024-03-14 18:52:10,23 °C,81.5 %H,883 ppm,AM103L-Sensor_5
2024-03-14 18:49:34,23.1 °C,79 %H,581 ppm,AM319-Sensor_1
2024-03-14 18:48:45,22.8 °C,81 %H,559 ppm,AM103-Sensor_4
2024-03-14 18:48:34,23.1 °C,81.5 %H,567 ppm,AM307-Sensor_2
2024-03-14 18:48:26,23.3 °C,78 %H,551 ppm,AM319-Sensor_3
2024-03-14 18:42:10,22.8 °C,79.5 %H,905 ppm,AM103L-Sensor_5
2024-03-14 18:39:34,23 °C,78 %H,580 ppm,AM319-Sensor_1
2024-03-14 18:38:44,22.8 °C,78 %H,558 ppm,AM103-Sensor_4
2024-03-14 18:38:34,23.2 °C,79.5 %H,604 ppm,AM307-Sensor_2
2024-03-14 18:38:26,23.4 °C,75 %H,555 ppm,AM319-Sensor_3
2024-03-14 18:32:09,23 °C,81.5 %H,891 ppm,AM103L-Sensor_5
2024-03-14 18:29:34,23.1 °C,79 %H,577 ppm,AM319-Sensor_1
2024-03-14 18:28:45,22.9 °C,81 %H,573 ppm,AM103-Sensor_4
2024-03-14 18:28:34,23.1 °C,81.5 %H,570 ppm,AM307-Sensor_2
2024-03-14 18:28:26,23.4 °C,78 %H,558 ppm,AM319-Sensor_3
2024-03-14 18:22:08,22.8 °C,79.5 %H,888 ppm,AM103L-Sensor_5
2024-03-14 18:19:34,23.1 °C,77.5 %H,583 ppm,AM319-Sensor_1
2024-03-14 18:18:43,22.9 °C,77.5 %H,564 ppm,AM103-Sensor_4
2024-03-14 18:18:34,23.2 °C,79.5 %H,612 ppm,AM307-Sensor_2
2024-03-14 18:18:26,23.4 °C,74.5 %H,557 ppm,AM319-Sensor_3
2024-03-14 18:12:06,22.9 °C,81.5 %H,912 ppm,AM103L-Sensor_5
2024-03-14 18:09:34,23.1 °C,78.5 %H,578 ppm,AM319-Sensor_1
2024-03-14 18:08:43,22.9 °C,80.5 %H,564 ppm,AM103-Sensor_4
2024-03-14 18:08:34,23.2 °C,81 %H,603 ppm,AM307-Sensor_2
2024-03-14 18:08:26,23.4 °C,78 %H,559 ppm,AM319-Sensor_3
2024-03-14 18:02:10,22.9 °C,78.5 %H,886 ppm,AM103L-Sensor_5
2024-03-14 17:59:34,23.2 °C,78 %H,594 ppm,AM319-Sensor_1
2024-03-14 17:58:46,23.1 °C,78.5 %H,584 ppm,AM103-Sensor_4
2024-03-14 17:58:34,23.3 °C,80.5 %H,585 ppm,AM307-Sensor_2
2024-03-14 17:58:26,23.6 °C,76 %H,564 ppm,AM319-Sensor_3
2024-03-14 17:52:08,23 °C,81 %H,902 ppm,AM103L-Sensor_5
2024-03-14 17:49:34,23.1 °C,78.5 %H,598 ppm,AM319-Sensor_1
