"Time","Temperature","Humidity","CO2","Sensor Name"
2024-03-05 07:28:29,24.4 °C,80.5 %H,632 ppm,AM307-Sensor_2
2024-03-05 07:24:13,25.4 °C,73.5 %H,531 ppm,AM319-Sensor_3
2024-03-05 07:22:07,24.2 °C,79.5 %H,861 ppm,AM103L-Sensor_5
2024-03-05 07:19:18,24.4 °C,78.5 %H,538 ppm,AM319-Sensor_1
2024-03-05 07:18:46,24.1 °C,79.5 %H,533 ppm,AM103-Sensor_4
2024-03-05 07:18:29,24.4 °C,80.5 %H,627 ppm,AM307-Sensor_2
2024-03-05 07:14:13,25.4 °C,73.5 %H,524 ppm,AM319-Sensor_3
2024-03-05 07:12:10,24.1 °C,79.5 %H,873 ppm,AM103L-Sensor_5
2024-03-05 07:09:18,24.3 °C,78.5 %H,541 ppm,AM319-Sensor_1
2024-03-05 07:08:43,24 °C,79.5 %H,532 ppm,AM103-Sensor_4
2024-03-05 07:08:29,24.4 °C,80.5 %H,613 ppm,AM307-Sensor_2
2024-03-05 07:04:13,25.4 °C,73.5 %H,527 ppm,AM319-Sensor_3
2024-03-05 07:02:05,24.1 °C,79.5 %H,878 ppm,AM103L-Sensor_5
2024-03-05 06:59:18,24.3 °C,78.5 %H,545 ppm,AM319-Sensor_1
2024-03-05 06:58:46,24.1 °C,79.5 %H,528 ppm,AM103-Sensor_4
2024-03-05 06:58:29,24.4 °C,80.5 %H,572 ppm,AM307-Sensor_2
2024-03-05 06:54:13,25.4 °C,73.5 %H,530 ppm,AM319-Sensor_3
2024-03-05 06:52:07,24.2 °C,79.5 %H,862 ppm,AM103L-Sensor_5
2024-03-05 06:49:18,24.3 °C,78.5 %H,546 ppm,AM319-Sensor_1
2024-03-05 06:48:43,23.9 °C,79.5 %H,538 ppm,AM103-Sensor_4
2024-03-05 06:48:29,24.4 °C,80.5 %H,604 ppm,AM307-Sensor_2
2024-03-05 06:44:13,25.4 °C,73.5 %H,537 ppm,AM319-Sensor_3
2024-03-05 06:42:09,24.2 °C,79.5 %H,887 ppm,AM103L-Sensor_5
2024-03-05 06:39:18,24.3 °C,78.5 %H,543 ppm,AM319-Sensor_1
2024-03-05 06:38:42,24.1 °C,79.5 %H,524 ppm,AM103-Sensor_4
2024-03-05 06:38:29,24.4 °C,80.5 %H,677 ppm,AM307-Sensor_2
2024-03-05 06:34:13,25.4 °C,73.5 %H,533 ppm,AM319-Sensor_3
2024-03-05 06:32:06,24.2 °C,79.5 %H,899 ppm,AM103L-Sensor_5
2024-03-05 06:29:18,24.3 °C,78.5 %H,554 ppm,AM319-Sensor_1
2024-03-05 06:28:47,24.1 °C,79.5 %H,541 ppm,AM103-Sensor_4
2024-03-05 06:28:29,24.4 °C,80.5 %H,575 ppm,AM307-Sensor_2
2024-03-05 06:24:13,25.4 °C,73.5 %H,536 ppm,AM319-Sensor_3
2024-03-05 06:22:07,24.1 °C,79.5 %H,881 ppm,AM103L-Sensor_5
2024-03-05 06:19:18,24.3 °C,78.5 %H,553 ppm,AM319-Sensor_1
2024-03-05 06:18:46,24 °C,79.5 %H,522 ppm,AM103-Sensor_4
2024-03-05 06:18:29,24.4 °C,80.5 %H,561 ppm,AM307-Sensor_2
2024-03-05 06:14:13,25.4 °C,73.5 %H,544 ppm,AM319-Sensor_3
2024-03-05 06:12:07,24.1 °C,79.5 %H,872 ppm,AM103L-Sensor_5
2024-03-05 06:09:18,24.3 °C,78.5 %H,550 ppm,AM319-Sensor_1
2024-03-05 06:08:45,24.1 °C,79.5 %H,547 ppm,AM103-Sensor_4
2024-03-05 06:08:29,24.4 °C,80.5 %H,694 ppm,AM307-Sensor_2
2024-03-05 06:04:13,25.4 °C,73.5 %H,541 ppm,AM319-Sensor_3
2024-03-05 06:02:09,24.2 °C,79.5 %H,885 ppm,AM103L-Sensor_5
2024-03-05 05:59:18,24.3 °C,78.5 %H,556 ppm,AM319-Sensor_1
2024-03-05 05:58:45,24 °C,79.5 %H,546 ppm,AM103-Sensor_4
2024-03-05 05:58:29,24.4 °C,80.5 %H,624 ppm,AM307-Sensor_2
2024-03-05 05:54:13,25.4 °C,73.5 %H,542 ppm,AM319-Sensor_3
2024-03-05 05:52:05,24.2 °C,79.5 %H,876 ppm,AM103L-Sensor_5
2024-03-05 05:49:18,24.3 °C,78.5 %H,553 ppm,AM319-Sensor_1
2024-03-05 05:48:43,24 °C,79.5 %H,558 ppm,AM103-Sensor_4
2024-03-05 05:48:29,24.4 °C,80.5 %H,650 ppm,AM307-Sensor_2
2024-03-05 05:44:12,25.4 °C,73.5 %H,552 ppm,AM319-Sensor_3
2024-03-05 05:42:05,24.1 °C,79.5 %H,891 ppm,AM103L-Sensor_5
2024-03-05 05:39:18,24.3 °C,78.5 %H,559 ppm,AM319-Sensor_1
2024-03-05 05:38:42,23.9 °C,79.5 %H,554 ppm,AM103-Sensor_4
2024-03-05 05:38:29,24.4 °C,80.5 %H,624 ppm,AM307-Sensor_2
2024-03-05 05:34:12,25.4 °C,73.5 %H,546 ppm,AM319-Sensor_3
2024-03-05 05:32:06,24.1 °C,79.5 %H,898 ppm,AM103L-Sensor_5
2024-03-05 05:29:18,24.3 °C,78.5 %H,566 ppm,AM319-Sensor_1
2024-03-05 05:28:42,24.1 °C,79.5 %H,565 ppm,AM103-Sensor_4
2024-03-05 05:28:29,24.4 °C,80.5 %H,576 ppm,AM307-Sensor_2
2024-03-05 05:24:12,25.4 °C,73.5 %H,552 ppm,AM319-Sensor_3
2024-03-05 05:22:06,24.2 °C,79.5 %H,903 ppm,AM103L-Sensor_5
2024-03-05 05:19:18,24.3 °C,78.5 %H,563 ppm,AM319-Sensor_1
2024-03-05 05:18:42,24 °C,79.5 %H,559 ppm,AM103-Sensor_4
2024-03-05 05:18:29,24.4 °C,80.5 %H,575 ppm,AM307-Sensor_2
2024-03-05 05:14:12,25.4 °C,73.5 %H,549 ppm,AM319-Sensor_3
2024-03-05 05:12:06,24.1 °C,79.5 %H,882 ppm,AM103L-Sensor_5
2024-03-05 05:09:18,24.3 °C,78.5 %H,573 ppm,AM319-Sensor_1
2024-03-05 05:08:44,24 °C,79.5 %H,564 ppm,AM103-Sensor_4
2024-03-05 05:08:29,24.4 °C,80.5 %H,570 ppm,AM307-Sensor_2
2024-03-05 05:04:12,25.4 °C,73.5 %H,548 ppm,AM319-Sensor_3
2024-03-05 05:02:07,24.1 °C,79.5 %H,923 ppm,AM103L-Sensor_5
2024-03-05 04:59:18,24.3 °C,78.5 %H,573 ppm,AM319-Sensor_1
2024-03-05 04:58:43,24 °C,79.5 %H,568 ppm,AM103-Sensor_4
2024-03-05 04:58:29,24.3 °C,80.5 %H,643 ppm,AM307-Sensor_2
2024-03-05 04:54:12,25.4 °C,73.5 %H,546 ppm,AM319-Sensor_3
2024-03-05 04:52:09,24.1 °C,79.5 %H,900 ppm,AM103L-Sensor_5
2024-03-05 04:49:18,24.3 °C,78.5 %H,566 ppm,AM319-Sensor_1
2024-03-05 04:48:43,24 °C,79.5 %H,563 ppm,AM103-Sensor_4
2024-03-05 04:48:29,24.3 °C,80.5 %H,567 ppm,AM307-Sensor_2
2024-03-05 04:44:12,25.3 °C,73.5 %H,555 ppm,AM319-Sensor_3
2024-03-05 04:42:08,24.1 °C,79.5 %H,883 ppm,AM103L-Sensor_5
2024-03-05 04:39:18,24.3 °C,78.5 %H,569 ppm,AM319-Sensor_1
2024-03-05 04:38:42,24 °C,79.5 %H,568 ppm,AM103-Sensor_4
2024-03-05 04:38:29,24.3 °C,80.5 %H,672 ppm,AM307-Sensor_2
2024-03-05 04:34:12,25.4 °C,73.5 %H,555 ppm,AM319-Sensor_3
2024-03-05 04:32:08,24.1 °C,79.5 %H,892 ppm,AM103L-Sensor_5
2024-03-05 04:29:18,24.3 °C,78.5 %H,582 ppm,AM319-Sensor_1
2024-03-05 04:28:44,24 °C,79.5 %H,566 ppm,AM103-Sensor_4
2024-03-05 04:28:29,24.3 °C,80.5 %H,600 ppm,AM307-Sensor_2
2024-03-05 04:24:12,25.4 °C,73.5 %H,554 ppm,AM319-Sensor_3
2024-03-05 04:22:08,24.1 °C,79.5 %H,914 ppm,AM103L-Sensor_5
2024-03-05 04:19:18,24.3 °C,78.5 %H,580 ppm,AM319-Sensor_1
2024-03-05 04:18:46,24 °C,79.5 %H,573 ppm,AM103-Sensor_4
2024-03-05 04:18:29,24.3 °C,80.5 %H,623 ppm,AM307-Sensor_2
2024-03-05 04:14:12,25.4 °C,73.5 %H,557 ppm,AM319-Sensor_3
2024-03-05 04:12:08,24.1 °C,79.5 %H,917 ppm,AM103L-Sensor_5
2024-03-05 04:09:18,24.3 °C,78.5 %H,578 ppm,AM319-Sensor_1
2024-03-05 04:08:44,24 °C,79.5 %H,570 ppm,AM103-Sensor_4
2024-03-05 04:08:29,24.3 °C,80.5 %H,626 ppm,AM307-Sensor_2
2024-03-05 04:04:12,25.4 °C,73.5 %H,560 ppm,AM319-Sensor_3
2024-03-05 04:02:07,24.1 °C,79.5 %H,913 ppm,AM103L-Sensor_5
2024-03-05 03:59:18,24.3 °C,78.5 %H,578 ppm,AM319-Sensor_1
2024-03-05 03:58:45,24.1 °C,79.5 %H,581 ppm,AM103-Sensor_4
2024-03-05 03:58:29,24.3 °C,80.5 %H,647 ppm,AM307-Sensor_2
2024-03-05 03:54:13,25.4 °C,73.5 %H,559 ppm,AM319-Sensor_3
2024-03-05 03:52:09,24.1 °C,79.5 %H,924 ppm,AM103L-Sensor_5
2024-03-05 03:49:18,24.3 °C,78.5 %H,581 ppm,AM319-Sensor_1
2024-03-05 03:48:43,24 °C,79.5 %H,570 ppm,AM103-Sensor_4
2024-03-05 03:48:29,24.3 °C,80.5 %H,594 ppm,AM307-Sensor_2
2024-03-05 03:44:13,25.3 °C,73.5 %H,568 ppm,AM319-Sensor_3
2024-03-05 03:42:06,24.1 °C,79.5 %H,929 ppm,AM103L-Sensor_5
2024-03-05 03:39:18,24.3 °C,78.5 %H,576 ppm,AM319-Sensor_1
2024-03-05 03:38:45,23.9 °C,79.5 %H,579 ppm,AM103-Sensor_4
2024-03-05 03:38:29,24.3 °C,80.5 %H,599 ppm,AM307-Sensor_2
2024-03-05 03:34:13,25.3 °C,73.5 %H,570 ppm,AM319-Sensor_3
2024-03-05 03:32:07,24 °C,79.5 %H,918 ppm,AM103L-Sensor_5
2024-03-05 03:29:18,24.2 °C,78.5 %H,581 ppm,AM319-Sensor_1
2024-03-05 03:28:46,23.9 °C,79.5 %H,570 ppm,AM103-Sensor_4
2024-03-05 03:28:29,24.3 °C,80.5 %H,649 ppm,AM307-Sensor_2
2024-03-05 03:24:13,25.3 °C,73.5 %H,574 ppm,AM319-Sensor_3
2024-03-05 03:22:10,24.1 °C,79.5 %H,916 ppm,AM103L-Sensor_5
2024-03-05 03:19:18,24.2 °C,78.5 %H,587 ppm,AM319-Sensor_1
2024-03-05 03:18:45,23.9 °C,79.5 %H,575 ppm,AM103-Sensor_4
2024-03-05 03:18:29,24.3 °C,80.5 %H,620 ppm,AM307-Sensor_2
2024-03-05 03:14:13,25.3 °C,73.5 %H,569 ppm,AM319-Sensor_3
2024-03-05 03:12:10,24 °C,79.5 %H,918 ppm,AM103L-Sensor_5
2024-03-05 03:09:18,24.2 °C,78.5 %H,590 ppm,AM319-Sensor_1
2024-03-05 03:08:47,23.9 °C,79.5 %H,578 ppm,AM103-Sensor_4
2024-03-05 03:08:29,24.3 °C,80.5 %H,668 ppm,AM307-Sensor_2
2024-03-05 03:04:12,25.3 °C,73.5 %H,577 ppm,AM319-Sensor_3
2024-03-05 03:02:08,24 °C,79.5 %H,931 ppm,AM103L-Sensor_5
2024-03-05 02:59:18,24.2 °C,78.5 %H,591 ppm,AM319-Sensor_1
2024-03-05 02:58:44,23.9 °C,79.5 %H,563 ppm,AM103-Sensor_4
2024-03-05 02:58:29,24.3 °C,80.5 %H,636 ppm,AM307-Sensor_2
2024-03-05 02:54:12,25.2 °C,73.5 %H,577 ppm,AM319-Sensor_3
2024-03-05 02:52:08,24 °C,79.5 %H,915 ppm,AM103L-Sensor_5
2024-03-05 02:49:18,24.2 °C,78.5 %H,589 ppm,AM319-Sensor_1
2024-03-05 02:48:42,23.9 °C,79.5 %H,589 ppm,AM103-Sensor_4
2024-03-05 02:48:29,24.3 °C,80.5 %H,635 ppm,AM307-Sensor_2
2024-03-05 02:44:12,25.3 °C,73.5 %H,581 ppm,AM319-Sensor_3
2024-03-05 02:42:09,24.1 °C,79.5 %H,915 ppm,AM103L-Sensor_5
2024-03-05 02:39:18,24.2 °C,78.5 %H,591 ppm,AM319-Sensor_1
2024-03-05 02:38:44,23.9 °C,79.5 %H,591 ppm,AM103-Sensor_4
2024-03-05 02:38:29,24.3 °C,80.5 %H,666 ppm,AM307-Sensor_2
2024-03-05 02:34:12,25.2 °C,73.5 %H,585 ppm,AM319-Sensor_3
2024-03-05 02:32:06,24 °C,79.5 %H,934 ppm,AM103L-Sensor_5
2024-03-05 02:29:18,24.2 °C,78.5 %H,603 ppm,AM319-Sensor_1
2024-03-05 02:28:45,23.8 °C,79.5 %H,589 ppm,AM103-Sensor_4
2024-03-05 02:28:29,24.3 °C,80.5 %H,623 ppm,AM307-Sensor_2
2024-03-05 02:24:12,25.3 °C,73.5 %H,591 ppm,AM319-Sensor_3
2024-03-05 02:22:07,24 °C,79.5 %H,939 ppm,AM103L-Sensor_5
2024-03-05 02:19:18,24.2 °C,78.5 %H,601 ppm,AM319-Sensor_1
2024-03-05 02:18:42,23.9 °C,79.5 %H,586 ppm,AM103-Sensor_4
2024-03-05 02:18:29,24.3 °C,80.5 %H,691 ppm,AM307-Sensor_2
2024-03-05 02:14:12,25.3 °C,73.5 %H,589 ppm,AM319-Sensor_3
2024-03-05 02:12:10,24 °C,79.5 %H,944 ppm,AM103L-Sensor_5
2024-03-05 02:09:18,24.2 °C,78.5 %H,607 ppm,AM319-Sensor_1
2024-03-05 02:08:46,23.8 °C,79.5 %H,597 ppm,AM103-Sensor_4
2024-03-05 02:08:29,24.2 °C,80.5 %H,663 ppm,AM307-Sensor_2
2024-03-05 02:04:12,25.2 °C,73.5 %H,588 ppm,AM319-Sensor_3
2024-03-05 02:02:06,23.9 °C,79.5 %H,939 ppm,AM103L-Sensor_5
2024-03-05 01:59:18,24.2 °C,78.5 %H,609 ppm,AM319-Sensor_1
2024-03-05 01:58:43,23.8 °C,79.5 %H,613 ppm,AM103-Sensor_4
2024-03-05 01:58:29,24.2 °C,80.5 %H,622 ppm,AM307-Sensor_2
2024-03-05 01:54:12,25.2 °C,73.5 %H,592 ppm,AM319-Sensor_3
2024-03-05 01:52:07,24 °C,79.5 %H,940 ppm,AM103L-Sensor_5
2024-03-05 01:49:18,24.2 °C,78.5 %H,612 ppm,AM319-Sensor_1
2024-03-05 01:48:42,23.8 °C,79.5 %H,604 ppm,AM103-Sensor_4
2024-03-05 01:48:29,24.2 °C,80.5 %H,696 ppm,AM307-Sensor_2
2024-03-05 01:44:12,25.3 °C,73.5 %H,595 ppm,AM319-Sensor_3
2024-03-05 01:42:07,23.9 °C,79.5 %H,958 ppm,AM103L-Sensor_5
2024-03-05 01:39:18,24.2 °C,78.5 %H,611 ppm,AM319-Sensor_1
2024-03-05 01:38:42,23.9 °C,79.5 %H,602 ppm,AM103-Sensor_4
2024-03-05 01:38:29,24.2 °C,80.5 %H,664 ppm,AM307-Sensor_2
2024-03-05 01:34:12,25.2 °C,73.5 %H,599 ppm,AM319-Sensor_3
2024-03-05 01:32:07,23.9 °C,79.5 %H,934 ppm,AM103L-Sensor_5
2024-03-05 01:29:18,24.2 °C,78.5 %H,619 ppm,AM319-Sensor_1
2024-03-05 01:28:46,23.8 °C,79.5 %H,610 ppm,AM103-Sensor_4
2024-03-05 01:28:29,24.2 °C,80.5 %H,680 ppm,AM307-Sensor_2
2024-03-05 01:24:12,25.2 °C,73.5 %H,597 ppm,AM319-Sensor_3
2024-03-05 01:22:10,24 °C,79.5 %H,936 ppm,AM103L-Sensor_5
2024-03-05 00:52:10,24 °C,79.5 %H,956 ppm,AM103L-Sensor_5
2024-03-05 00:49:18,24.1 °C,78.5 %H,624 ppm,AM319-Sensor_1
2024-03-05 00:48:43,23.9 °C,79.5 %H,598 ppm,AM103-Sensor_4
2024-03-05 00:48:30,24.2 °C,80.5 %H,686 ppm,AM307-Sensor_2
2024-03-05 00:44:12,25.2 °C,73.5 %H,609 ppm,AM319-Sensor_3
2024-03-05 00:43:06,0 °C,0 %H,0 ppm,AM319-Sensor_1
2024-03-05 00:42:17,0 °C,0 %H,0 ppm,AM319-Sensor_1
2024-03-05 00:42:10,23.9 °C,79.5 %H,982 ppm,AM103L-Sensor_5
2024-03-05 00:41:20,0 °C,23 %H,843 ppm,AM319-Sensor_1
2024-03-05 00:39:18,24.1 °C,78.5 %H,638 ppm,AM319-Sensor_1
2024-03-05 00:38:46,23.8 °C,79.5 %H,623 ppm,AM103-Sensor_4
2024-03-05 00:38:29,24.2 °C,80.5 %H,708 ppm,AM307-Sensor_2
2024-03-05 00:38:19,80 °C,23 %H,843 ppm,
2024-03-05 00:34:12,25.2 °C,73.5 %H,621 ppm,AM319-Sensor_3
2024-03-05 00:32:10,23.9 °C,79.5 %H,966 ppm,AM103L-Sensor_5
2024-03-05 00:29:18,24.1 °C,78.5 %H,639 ppm,AM319-Sensor_1
2024-03-05 00:28:29,24.2 °C,80.5 %H,695 ppm,AM307-Sensor_2
2024-03-05 00:24:12,25.2 °C,73.5 %H,615 ppm,AM319-Sensor_3
2024-03-05 00:22:06,23.9 °C,79.5 %H,978 ppm,AM103L-Sensor_5
2024-03-05 00:19:18,24.1 °C,78.5 %H,638 ppm,AM319-Sensor_1
2024-03-05 00:18:46,23.7 °C,79.5 %H,626 ppm,AM103-Sensor_4
2024-03-05 00:18:29,24.1 °C,80.5 %H,687 ppm,AM307-Sensor_2
2024-03-05 00:14:12,25.2 °C,73.5 %H,619 ppm,AM319-Sensor_3
2024-03-05 00:14:03,30 °C,23 %H,343 ppm,
2024-03-05 00:12:10,23.9 °C,79.5 %H,1006 ppm,AM103L-Sensor_5
2024-03-05 00:09:18,24.1 °C,78.5 %H,648 ppm,AM319-Sensor_1
2024-03-05 00:08:44,23.7 °C,79.5 %H,631 ppm,AM103-Sensor_4
2024-03-05 00:08:29,24.1 °C,80.5 %H,622 ppm,AM307-Sensor_2
2024-03-05 00:06:04,80 °C,43 %H,843 ppm,
2024-03-05 00:04:12,25.1 °C,73.5 %H,621 ppm,AM319-Sensor_3
2024-03-05 00:02:06,23.9 °C,79.5 %H,974 ppm,AM103L-Sensor_5
2024-03-04 23:59:18,24.1 °C,78.5 %H,647 ppm,AM319-Sensor_1
2024-03-04 23:58:42,23.8 °C,79.5 %H,625 ppm,AM103-Sensor_4
2024-03-04 23:58:29,24.1 °C,80.5 %H,617 ppm,AM307-Sensor_2
2024-03-04 23:54:12,25.1 °C,73.5 %H,624 ppm,AM319-Sensor_3
2024-03-04 23:52:06,23.9 °C,79.5 %H,978 ppm,AM103L-Sensor_5
2024-03-04 23:49:18,24 °C,78.5 %H,649 ppm,AM319-Sensor_1
2024-03-04 23:48:42,23.7 °C,79.5 %H,619 ppm,AM103-Sensor_4
2024-03-04 23:48:29,24.1 °C,80.5 %H,630 ppm,AM307-Sensor_2
2024-03-04 23:44:12,25.1 °C,73.5 %H,626 ppm,AM319-Sensor_3
2024-03-04 23:42:07,23.8 °C,79.5 %H,964 ppm,AM103L-Sensor_5
2024-03-04 23:39:18,24 °C,78.5 %H,661 ppm,AM319-Sensor_1
2024-03-04 23:38:45,23.7 °C,79.5 %H,634 ppm,AM103-Sensor_4
2024-03-04 23:38:29,24.1 °C,80.5 %H,636 ppm,AM307-Sensor_2
2024-03-04 23:34:12,25.2 °C,73.5 %H,633 ppm,AM319-Sensor_3
2024-03-04 23:32:08,23.8 °C,79.5 %H,994 ppm,AM103L-Sensor_5
2024-03-04 23:29:18,24 °C,78.5 %H,653 ppm,AM319-Sensor_1
2024-03-04 23:28:44,23.7 °C,79.5 %H,636 ppm,AM103-Sensor_4
2024-03-04 23:28:29,24.1 °C,80.5 %H,733 ppm,AM307-Sensor_2
2024-03-04 23:24:12,25.1 °C,73.5 %H,635 ppm,AM319-Sensor_3
2024-03-04 23:22:08,23.9 °C,79.5 %H,1011 ppm,AM103L-Sensor_5
2024-03-04 23:19:18,24 °C,78.5 %H,666 ppm,AM319-Sensor_1
2024-03-04 23:18:45,23.7 °C,79.5 %H,644 ppm,AM103-Sensor_4
2024-03-04 23:18:29,24.1 °C,80.5 %H,742 ppm,AM307-Sensor_2
2024-03-04 23:14:12,25.1 °C,73.5 %H,641 ppm,AM319-Sensor_3
2024-03-04 23:12:07,23.8 °C,79.5 %H,995 ppm,AM103L-Sensor_5
2024-03-04 23:09:18,24 °C,78.5 %H,667 ppm,AM319-Sensor_1
2024-03-04 23:08:45,23.6 °C,79.5 %H,642 ppm,AM103-Sensor_4
2024-03-04 23:08:29,24.1 °C,80.5 %H,732 ppm,AM307-Sensor_2
2024-03-04 23:04:12,25.1 °C,73.5 %H,642 ppm,AM319-Sensor_3
2024-03-04 23:02:10,23.7 °C,79.5 %H,1000 ppm,AM103L-Sensor_5
2024-03-04 22:54:12,25 °C,73.5 %H,643 ppm,AM319-Sensor_3
2024-03-04 22:39:18,23.9 °C,78.5 %H,673 ppm,AM319-Sensor_1
2024-03-04 22:38:46,23.6 °C,79.5 %H,653 ppm,AM103-Sensor_4
2024-03-04 22:38:29,24 °C,80.5 %H,648 ppm,AM307-Sensor_2
2024-03-04 22:32:06,23.8 °C,79.5 %H,1008 ppm,AM103L-Sensor_5
2024-03-04 22:29:18,23.9 °C,78.5 %H,681 ppm,AM319-Sensor_1
